title,url,summary
99억의 여자,https://pedia.watcha.com/ko-KR/contents/tPy85d7,"매주 많은 사람들이 로또를 산다. 인생 역전을 실현시켜 줄 6개의 번호. 하지만 당첨 확률은 희박하다. 막연한 꿈은 다음 주로 이어질 뿐. 희망없는 삶을 버텨가던 한 여자에게 로또 따위 비교되지 않는 기회가 찾아온다. 주인 잃은 현찰 99억 원! 망설임없이 그 돈을 움켜쥐지만 그때부터 지옥도가 펼쳐진다. 

사랑, 우정, 양심... 그 모든 명분을 압도하는 탐욕스런 복마전! 
평생 뼈저리게 고독했고, 누구에게도 사랑받지 못했던 여자가 99억을 지키는 싸움을 통해 스스로 강해지고, 거듭나는 이야기를 쓰려 한다."
9회말 2아웃,https://pedia.watcha.com/ko-KR/contents/tRXOJKE,뜻하지 않게 같은 집에 살게 된 서른 살 동갑내기 친구인 두 남녀의 눈을 통해 30대에 막 접어든 사람들이 느끼게 되는 상실감과 희망을 다룬 이야기
가면,https://pedia.watcha.com/ko-KR/contents/mWLyVX3,"친한 선배의 부탁으로 다토코로 병원의 당직을 대신 서게 된 의사 ‘하야미 슈고’(사카구치 켄타로). 무난하게 하룻밤이 지나갈 것이라는 예상과 달리 피에로 가면을 쓴 정체불명의 괴한이 총상을 입은 인질 ‘히토미’(나가노 메이)를 데리고 병원을 습격한다. 외부와의 연결이 차단된 병원에서 ‘슈고’는 이곳을 탈출할 수 있는 방법을 찾기 시작하는데…

그날 밤 울린 세 발의 총성!
숨 막히는 병원 탈출 게임이 시작된다!"
가시리잇고,https://pedia.watcha.com/ko-KR/contents/bydYWW9,
가족끼리 왜 이래,https://pedia.watcha.com/ko-KR/contents/mdjRwzd,"우리의 인생은 현실과 상상의 결합이기에, 인생을 다루는 영화는 이 둘을 모두 포함해야 한다. 감독은 이야기와 화자를 하나로 합치고 독특하고 화려한 이미지로 현실과 환상 사이의 경계를 무너뜨림으로써 이것을 해낸다. 이 코믹한 다큐멘터리는 자신의 가족들이 믿는 악마와 자신 안의 악마와 싸우는 감독의 모습을 현실과 상상의 기묘한 결합으로 그려낸다. (EBS 국제다큐영화제)"
가화만사성,https://pedia.watcha.com/ko-KR/contents/mdR4Ypv,"결벽증 아빠 명준, 머리가 빠질 만큼 일에 중독된 엄마 혜미, 둘 사이에서 고통받는 아들 상현. 오랜만에 귀가한 엄마 덕에 셋의 식사시간이 펼쳐지고 화목한 시간은 그리 오래가지 못한다. 만났다 하면 싸워대는 엄마 아빠 탓에 식사를 끝내지 못하고 방에 들어간 상현은 우울증 약을 먹다가 부모님께 들켜버리고 가족들은 아빠의 결심으로 다 같이 정신과 진료를 받게 된다. 명준은 마지막 대청소를 가족들과 함께하고자 하고 여느 때처럼 혜미와 싸우고 만다. 상현은 스트레스를 견디지 못하고 항아리에 머리를 박고 소리를 질러대다가 그만 머리가 끼고 만다! [2020년 제22회 부산독립영화제]"
각시탈,https://pedia.watcha.com/ko-KR/contents/tPy46DR,이름없는 영웅의 운명을 택했기에 목숨같은 사랑을 버려야했던 남자 그리고 그를 지키려했던 여자. 한국판 슈퍼히어로 각시탈의 이야기를 담은 드라마.
간 떨어지는 동거,https://pedia.watcha.com/ko-KR/contents/tR4Jr7y,999살 구미호 신우여와 쿨내 나는 요즘 여대생 이담이 구슬로 인해 얼떨결에 한집 살이를 하며 펼치는 977살 세기극복 로맨스 코미디
간택 - 여인들의 전쟁,https://pedia.watcha.com/ko-KR/contents/tEkOJ9d,"쌍둥이 언니를 죽인 범인을 찾기 위해 왕비가 되려 하는 한 여인과 예지몽을 통해 그 여인을 보는 조선의 왕, 간택을 둘러싸고 벌어지는 그들의 치열하고 애달픈 궁중 서바이벌 로맨스 드라마."
갑동이,https://pedia.watcha.com/ko-KR/contents/tRaBr0P,화성연쇄살인사건을 모티프로 한 드라마로 17년 전 연쇄살인사건의 유력 용의자를 지칭하는 ‘갑동이’를 추적하는 형사 하무염을 중심으로 ‘갑동이’를 둘러싼 인물들의 복잡한 관계와 함께 전개되는 범죄수사 드라마.
개와 늑대의 시간,https://pedia.watcha.com/ko-KR/contents/taPeLqR,어릴 적 태국의 거대 폭력조직인 청방의 손에 목숨을 잃은 홀어머니에 대한 복수를 꿈꾸는 남자의 이야기
개인의 취향,https://pedia.watcha.com/ko-KR/contents/tWEgZJl,게이인척 하는 퍼펙트 남과 무늬만 여자인 덜렁순이의 발칙한 동거일기를 그린 트렌디 드라마.
개인주의자 지영씨,https://pedia.watcha.com/ko-KR/contents/tEkBzdl,"타인과의 관계를 끊고 완벽한 개인주의자로 살던 여자가 타인과의 관계없이 못 사는 의존적인 남자를 만나 서로를 치유하고 기울어진 삶을 바로잡게 되는 코믹 로맨스 심리극. 불행해지지 않기 위해, 상처받지 않기 위해 스스로 행복해질 기회마저 차단해버린 요즘 세대를 위한 힐링 로맨스."
갯마을 차차차,https://pedia.watcha.com/ko-KR/contents/tPeWy25,현실주의 치과의사 윤혜진과 만능 백수 홍반장이 짠내 사람내음 가득한 바닷마을 '공진’에서 벌이는 티키타카 힐링 로맨스
거짓말의 거짓말,https://pedia.watcha.com/ko-KR/contents/tPJZep7,입양된 친딸의 새엄마가 되기 위해 거짓 사랑을 시작한 한 여자의 서스펜스 멜로 드라마
거침없이 하이킥,https://pedia.watcha.com/ko-KR/contents/tlGmjZR,3대가 모여 사는 가족의 일상을 코믹하게 다룬 시트콤
건빵선생과 별사탕,https://pedia.watcha.com/ko-KR/contents/tplAzZE,"일진회를 비롯한 학교의 문제아들은 어떤 면에서, 우리 사회가, 우리네 가정들이 이렇게 아프다고, 이렇게 병들어 있다고, 온몸으로 질러대는 비명은 아닐까? 여기, 고교시절에 문제 행동으로 학교 밖으로 조기에 격리됐다가 세상 모진 풍파를 다 겪고 마침내 모교의 선생이 되어 돌아오는 한 여자가 있다. 학교의 문제아들을 대하는 그녀의 문제적 행동(교육)을 통해 우리 학교와 가정과 사회의 상처를 따뜻하게 끌어안아보고자 한다."
검법남녀,https://pedia.watcha.com/ko-KR/contents/tlAn6QW,"범죄는 진화했고, 공조는 진보했다. 까칠법의학자, 열혈신참검사, 베테랑검사의 돌아온 리얼공조! '검법남녀 시즌2'"
검법남녀 2,https://pedia.watcha.com/ko-KR/contents/tlAn6QW,"범죄는 진화했고, 공조는 진보했다. 까칠법의학자, 열혈신참검사, 베테랑검사의 돌아온 리얼공조! '검법남녀 시즌2'"
검사 프린세스,https://pedia.watcha.com/ko-KR/contents/tzPDoAR,우수한 성적을 거두고 검사가 된 거침없는 성격의 마해리가 검찰 조직 내에서 여러 사건을 겪으며 성장하는 이야기를 그린 드라마.
검색어를 입력하세요 WWW,https://pedia.watcha.com/ko-KR/contents/tEZABAX,아내도 엄마도 선택하지 않은 21세기 여자들이 차별과 장애 없이 성공하는 이야기를 그린 판타지 드라마
검은 태양,https://pedia.watcha.com/ko-KR/contents/tR2egMv,"드라마 <검은 태양>의 프리퀄로, 중국에서 돌아온 서수연 요원이 블랙요원 장천우와 함께 위험한 거래에 휘말리면서 일어나는 이야기"
겨울연가,https://pedia.watcha.com/ko-KR/contents/t4EoV2l,"고등학교 시절, 서로의 첫사랑인 준상과 유진. 하지만 준상이 사고로 죽게 되고 10년 후 유진은 과거 준상의 라이벌인 상혁과 약혼을 한다. 그러나 돌연 준상과 똑같은 외모를 가진 민형이 나타난다."
결혼계약,https://pedia.watcha.com/ko-KR/contents/tEqZbdd,자선행사에서 우연히 만난 재벌 링이저우와 연예인 샤린이 계약 약혼을 하면서 벌어지는 러브 스토리
결혼백서,https://pedia.watcha.com/ko-KR/contents/tPd3ZM2,동화 속 해피엔딩처럼 고생 끝 행복 시작일 것만 같았던 30대 커플의 결혼 준비 과정에서 펼쳐지는 좌충우돌 공감 현실 로맨스
결혼의 여신,https://pedia.watcha.com/ko-KR/contents/tEZb9KE,서로 다른 가치관과 인생관을 가지고 있는 네커플의 각양각색한 사연을 통해 사랑과 갈등을 보여주며 결혼 진정한 의미와 소중함을 담아낸 드라마.
결혼작사 이혼작곡,https://pedia.watcha.com/ko-KR/contents/tRwGdXJ,"라디오 방송국에서 수년째 합을 맞춰온 라디오PD 사피영, 라디오DJ 부혜령, 그리고 맏언니 라디오작가 이시은은 사회에서 인정받는 의사, 변호사, 교수란 직업의 남편들과 함께 행복한 가정생활을 한다. 하지만 어느 날 예기치 못한 불행이 그녀들에게 닥쳐오고, 그녀들이 지켜온 사랑과 가족과 행복이 신기루처럼 한순간에 사라질 위기에 직면한다. 과연 그녀들은 이 불행을 극복하고 다시 행복한 삶으로 돌아갈 수 있을까?"
경우의 수,https://pedia.watcha.com/ko-KR/contents/tEgM2mV,"10년에 걸쳐 서로를 짝사랑하는 여자와 남자의 리얼 청춘 로맨스. 진심은 빼놓고 인스턴트 연애만 하는 ‘연알못’ 우연. 기다리던 100일 기념일, 애인에게 차인 우연은 자신의 저주를 상기한다. 누구도 사랑할 수 없는 저주, 딱 한 사람 그 애, 이수만 빼고. 10년 전 우연에게, 우연의 첫사랑에게는 무슨 일이 있었던 걸까?"
경이로운 소문,https://pedia.watcha.com/ko-KR/contents/tEojvd5,새로운 능력과 신입 멤버 영입으로 더 강해진 악귀 사냥꾼 ‘카운터’들이 더 악해진 지상의 악귀들을 물리치는 통쾌하고 땀내 나는 악귀 타파 히어로물
경찰수업,https://pedia.watcha.com/ko-KR/contents/tRwGxBv,온몸 다 바쳐 범인을 때려잡는 형사와 똑똑한 머리로 모든 일을 해결하는 해커 출신 범죄자 학생이 경찰대학교에서 교수와 제자의 신분으로 만나 공조 수사를 펼치는 좌충우돌 캠퍼스 스토리
계룡선녀전,https://pedia.watcha.com/ko-KR/contents/w5Kg3MK,
계백,https://pedia.watcha.com/ko-KR/contents/tNR5q1R,백제의 31대 마지막 왕 의자왕과 장수 계백을 재조명하는 퓨전사극 드라마
고교처세왕,https://pedia.watcha.com/ko-KR/contents/tPedrDR,18세 고등학생이 대기업의 본부장으로 입사하면서 벌어지는 아슬아슬한 이중생활 에피소드를 그린 로맨틱 코미디 드라마
고백부부,https://pedia.watcha.com/ko-KR/contents/tRBX38l,결혼을 후회하는 부부의 전쟁 같은 리얼 인생 체인지 드라마
고백하지 않는 이유,https://pedia.watcha.com/ko-KR/contents/tRB6e6v,연애의 시작이 두려운 사진작가와 그의 첫사랑이 원데이 클래스로 재회하며 벌어지는 휴먼 멜로 드라마
고스트 닥터,https://pedia.watcha.com/ko-KR/contents/tPDO9LL,"신들린 의술의 오만한 천재 의사와 사명감이라곤 1도 없는 황금 수저 레지던트, 배경도 실력도 극과 극인 두 의사가 바디를 공유하면서 벌어지는 메디컬 드라마"
고품격 짝사랑,https://pedia.watcha.com/ko-KR/contents/tlGeV0R,키우는 신인마다 톱스타로 만드는 마이더스의 손 차세대 까도남 CEO 세훈이 우연히 만난 오대산 산골 순수 처녀 이령을 캐스팅하기 위해 고군분투하는 예측불허 로맨스.
고호의 별이 빛나는 밤에,https://pedia.watcha.com/ko-KR/contents/tPerd6l,"일도 잡고, 사랑도 잡고 싶은 29살 광고쟁이 고호와 남친후보 5인의 오지선다 오피스 로맨스"
공작도시,https://pedia.watcha.com/ko-KR/contents/tlYeKB1,"대한민국 정재계를 쥐고 흔드는 성진그룹의 미술관을 배경으로, 최고의 자리에 오르고자 하는 치열한 욕망을 담은 미스터리 심리 스릴러 드라마"
공주의 남자,https://pedia.watcha.com/ko-KR/contents/twRpo9E,"조선 시대 '계유정난'을 기본 배경으로, 정치적 숙적인 수양대군과 김종서의 두자녀의 운명을 거스르는 사랑을 그린 조선 최대 핏빛 정통 로맨스 사극."
공항 가는 길,https://pedia.watcha.com/ko-KR/contents/tPeOwKE,"삶에, 두 번째 사춘기가 온다. 

삶의 중반, 인생의 반환점에 도달했지만 현실에 흔들리는 30대, 파도처럼 몰려오는 삶의 부침 속에서 우리에게 필요한 것은, 그저 작은 한 마디다. 순간의 기댐. 그 어떤 것들. 그리고 서슴없이 그것을 전하는 단 한 사람. <공항가는 길> 속 두 남녀는 노력하고, 애쓸 것이다. 지금 이 사람이 꼭 필요하고, 이 사람이 주는 ‘위로’가 절실하다. 그래서, 노력한다. 보는 이들이 응원해주고 싶을 만큼.

세상에서 가장 따뜻한 위로, 가장 절절한 사랑이 온다!"
"괜찮아, 사랑이야",https://pedia.watcha.com/ko-KR/contents/tRwNx8E,정신과를 배경으로 작은 외상에는 병적으로 집착하며 호들갑을 떨지만 마음의 병을 짊어지고 사는 현대인들의 삶과 사랑을 그린 로맨틱 멘탈 클리닉 드라마.
괴물,https://pedia.watcha.com/ko-KR/contents/mdEm9eE,"성심과 은수는 동성연인이다. 사회에서는 결코 인정하지 않기에 결국 서로에 대한 믿음은 깨지고 사랑은 실패하게 된다. 성심은 삶에 대한 믿음을 잃으며 헤매이고, 은수는 매일 밤 악몽에 시달린다.

한편 배우인 성철은 한 극단에서 스피노자를 연기하게 되면서 유대인 공동체에선 이단자로, 기독교도 사이에서는 무신론자로 낙인찍혀 이중으로 추방당한 스피노자의 삶을 직접 체험하게 되지만, 그 어디에서도 그의 삶에서 해답을 찾을 순 없다.

그들을 짓누르는 것은 무엇일까? 이 시대 진정한 자유의 길은 과연 있기는 한 것일까? 괴물들과 유령들은 자유로워질 수 있을까?"
구경이,https://pedia.watcha.com/ko-KR/contents/tlYeK0X,경찰 출신의 보험조사관 구경이. 바깥세상과 단절된 채 지내던 그녀가 세상에 나와 연쇄 살인마를 쫓기 시작한다. 완벽하게 사고로 위장된 사건. 범인은 우리 주변에 있다!
구르미 그린 달빛,https://pedia.watcha.com/ko-KR/contents/tEKBNVl,"한 나라의 세자가, 내시와 사랑에 빠졌다! 궁중 최고 날라리 왕세자 이영과 남장내시 홍라온의 예측불허 궁중위장 로맨스"
구미호뎐,https://pedia.watcha.com/ko-KR/contents/tR2edMj,1938년 혼돈의 시대에 불시착한 구미호가 현대로 돌아가기 위해 펼치는 K-판타지 액션 활극
구여친클럽,https://pedia.watcha.com/ko-KR/contents/tEZBn3E,인기 웹툰 작가 방명수(변요한 분)와 명수의 구여친들의 이야기가 담긴 웹툰을 영화화하게 된 영화 프로듀서 김수진(송지효 분)이 벌이는 코믹 로맨스 극
구해줘,https://pedia.watcha.com/ko-KR/contents/tRB69wv,"궁지에 몰린 마을을 구원한 헛된 믿음, 그 믿음에 대적하는 미친 꼴통의 나 홀로 구원기"
국민 여러분!,https://pedia.watcha.com/ko-KR/contents/tE3AwA2,얼떨결에 경찰과 결혼한 사기꾼이 원치 않는 사건에 휘말리고 국회의원에 출마하며 벌어지는 코믹 범죄극
군검사 도베르만,https://pedia.watcha.com/ko-KR/contents/tRN7r62,돈을 위해 군검사가 된 도배만과 복수를 위해 군검사가 된 차우인이 만나 군대 내의 검고 썩은 악을 타파하며 진짜 군검사로 성장하는 이야기
군주-가면의 주인,https://pedia.watcha.com/ko-KR/contents/tlYKBVR,조선팔도의 물을 사유해 강력한 부와 권력을 얻은 절대 권력 편수회가 움직이는 세상에 힘없는 왕세자가 백성들을 위해 거대한 막후조직과 맞서 싸우는 이야기를 다룬 드라마
굿 닥터,https://pedia.watcha.com/ko-KR/contents/tPjZxaP,대학병원 소아외과 의사들의 노력과 사랑을 담은 휴먼 메디컬 드라마.
굿바이 내 인생보험,https://pedia.watcha.com/ko-KR/contents/tRp4ayx,근 미래 시한부 판정을 받은 아버지가 홀로 남을 아들을 위해 자신을 복제한 AI를 만드는 이야기
굿바이 마눌,https://pedia.watcha.com/ko-KR/contents/tPVmqbR,결혼식도 유난스럽게 한 5년차 부부에게 각자의 첫사랑들과 재회하면서 벌어지는 이야기를 그린 로맨틱 코미디.
굿잡,https://pedia.watcha.com/ko-KR/contents/mW9pZx1,"전현직 뉴욕 소방관들의 삶과 희생을 담은 다큐멘터리. 여성과 유색인종의 통합을 다루고, 9.11테러 같은 대형 사건을 다룬다. 스티브 부세미가 직접 인터뷰하며 소방관들의 목소리를 전한다. 소방관의 사명감과 동료애를 진솔하게 보여준다."
굿캐스팅,https://pedia.watcha.com/ko-KR/contents/tlYeW7A,국정원에서 밀려나 근근이 책상을 지키는 아줌마들이 우연히 요원으로 차출돼 현장으로 위장 잠입하며 벌어지는 액션 코미디 드라마
궁,https://pedia.watcha.com/ko-KR/contents/tMPy2xl,"인화 14년, 현황제의 병이 위독해지자, 태후는 아직 고교생인 황태자 신에게 미리 정해둔 배필과 혼례를 치룰 것을 명한다. 신은 비밀여자친구인 무용과 민효린에게 청혼을 하지만 이를 장난으로 받아들인 효린은 발레리나로서의 성공이 우선이라며 신의 청혼을 거절한다. 한편 잘못 선 빚보증으로 최악의 경제위기 속에 있던 대한민국 평범 고교생 채경의 집은 황실로부터 정혼사실을 통보받고는 일대소동이 벌어진다. 허풍인 줄만 알았던 할아버지의 유언이 사실이었던 것이다. 이미 황태자로서 개인의 삶이란 없다는 것을 잘 아는 신은 누구와 결혼하든 상관없다며 창덕궁 독립과 익위사 축소를 조건으로 평범 고교생인 채경과의 결혼을 담담하게 받아들이기로 한다. 학교에서 우연히 신의 청혼장면을 목격한 적 있던 채경은 정략결혼은 말도 안되는 일이라며 결혼무효를 부르짖는다. 이때 채경의 집으로 들이닥친 채권자들, 온 집안에 빨간 딱지를 붙여놓는데... 채경은 집안 형편 때문에 결국 황실과의 정혼을 받아들인다. 그러나 첫 만남부터 황실 사람들과의 소통은 어렵기만하다. 더욱이 채경에게 일말의 애정도 없는 신은 결혼에 대해 시종일관 시니컬한 태도를 보이고 채경은 결혼 결정을 후회하기에 이른다. 그러나 때는 이미 늦어 황태자와의 결혼 소식은 언론에 보도되고 채경의 집 앞은 취재진으로 북적인다. 한편 14년 전, 교통사고로 사망한 효열 황태자의 아들인 율은 남편의 황위를 되찾으려는 어머니-혜정궁의 명에 따라 급히 영국에서 귀국을 한다. 그는 공항에서 콩쿨 때문에 출국하는 효린과 마주치지만 아직 서로의 존재를 인식하지 못한다. 영국에서 미술을 공부한 율은 채경과 신이 다니는 예술고등학교로 전학을 오게 되고. 황후는 율을 친구처럼 반갑게 대하는 신과 달리 걱정이 앞서는데..."
궁궐의연인,https://pedia.watcha.com/ko-KR/contents/tlLryjX,"고등학교 동창인 보람과 동길. 덕수궁 해설사로 일하던 보람은 궁에서 공연을 하고 있던 동길을 우연히 마주하게 된다. 보람은 어린 시절 자신을 도와준 동길에게 호감을 느끼고, 그를 도와주려 한다. 궁궐을 배경으로 펼쳐지는 두 연인의 코믹 로맨스"
귓속말,https://pedia.watcha.com/ko-KR/contents/tlGjmQP,"법률회사 ‘태백’을 배경으로 적에서 동지로, 그리고 결국 연인으로 발전하는 두 남녀가, 인생과 목숨을 건 사랑을 통해 법비를 통쾌하게 응징하는 이야기."
"그 겨울, 바람이 분다",https://pedia.watcha.com/ko-KR/contents/tRpgJ6E,"유년시절 부모로부터 버려지고 첫사랑에 실패한 후 상처 가득 한 마음에 의미 없는 삶을 살던 남자와 부모의 이혼과 오빠와의 결별, 갑작스러운 시각 장애로 홀로남아 외롭게 살아가던 여자가 만나 차갑고 어둡기만 했던 그들의 삶에서 희망과 진정한 사랑의 의미를 찾는 이야기를 다룬 드라마."
그 남자의 기억법,https://pedia.watcha.com/ko-KR/contents/tR2eydz,과잉기억증후군으로 1년 365일 8760시간을 모조리 기억하는 앵커 이정훈과 열정을 다해 사는 라이징 스타 여하진의 상처 극복 로맨스
그 해 우리는,https://pedia.watcha.com/ko-KR/contents/tRzLZV5,함께해서 더러웠고 다신 보지 말자!로 끝났어야 할 인연이 10년이 흘러 카메라 앞에 강제 소환 되어 펼쳐지는 청춘 다큐를 가장한 아찔한 로맨스 드라마
그곳에 두고 온 라일락,https://pedia.watcha.com/ko-KR/contents/tPvbQbO,트로트 모창 가수와 그의 딸이 거짓투성이 연극에서 벗어나 진짜 행복을 찾아가는 과정을 그린 휴먼 드라마
그남자 오수,https://pedia.watcha.com/ko-KR/contents/tPJjo0P,연애감 없는 현대판 큐피드 남자 오수와 연애 허당녀 유리의 둘만 모르는 확실한 썸로맨스 드라마
그냥 사랑하는 사이,https://pedia.watcha.com/ko-KR/contents/tPJjK3P,"세찬 바람에도 아무 일 없다는 듯 버티고 견디며 일상을 살아가는, 별 볼일 없어 보이기에 위대한 사람들의 이야기를 그리는 드라마"
그녀는 거짓말을 너무 사랑해,https://pedia.watcha.com/ko-KR/contents/m5nQ0XX,"홧김에 시작한 연애, 이름도 직업도 모두 거짓말이다. 거짓말로 첫사랑을 시작한 남자, 아키. 괜찮아요. 내가 지켜줄게요. 이 세상 그 어떤 위협에서라도. 첫사랑의 거짓말을 믿는 소녀, 리코.

두 사람의 거짓말 같은 첫사랑 이야기,
지금 시작합니다."
그녀는 예뻤다,https://pedia.watcha.com/ko-KR/contents/tEg9AVP,출중한 외모를 가졌던 여주인공이 외모 '역변'의 과정을 거친 후 첫사랑과 재회하면서 생기는 이야기를 담은 로맨틱 코미디 장르의 드라마.
그녀를 찾아줘,https://pedia.watcha.com/ko-KR/contents/tEmoWdP,첫눈에 반한 그녀를 찾아 8000km를 날아 온 네덜란드인 얀이 이태원에서 여러 한국 사람들을 만나서 벌어지는 이야기
그녀의 버킷리스트,https://pedia.watcha.com/ko-KR/contents/mdKpZ61,"죽기 위해 버킷리스트를 이뤄가는 ‘차라리’, 무대공포증을 이겨내고 싶은 ‘강한솔’. 서로의 비밀을 숨긴 채 시작된 두 사람의 아슬아슬한 계약관계."
그녀의 사생활,https://pedia.watcha.com/ko-KR/contents/tRzL5LJ,직장에선 완벽한 큐레이터지만 알고보면 아이돌 덕후인 성덕미가 까칠한 상사 라이언을 만나며 벌어지는 본격 덕질 로맨스를 그린 드라마
그놈이 그놈이다,https://pedia.watcha.com/ko-KR/contents/mWLjR8r,"세상에 단 둘뿐인 가족 장우와 은지. 부둣가 마을의 재개발로 장우는 은지를 위해 서울로 이사를 결심하지만, 은지가 홀연히 사라지고 3일 만에 시체가 되어 돌아온다. 목격자도 단서도 증거도 없이 홀로 범인 찾기에 혈안이 된 장우는 동생의 영혼을 위로하는 천도재에서 넋건지기굿(저승 가는 길 배불리 먹고 가라고 붉은 천에 밥이 한가득 담긴 놋그릇을 바다를 향해 던지는 의식)의 그릇이 흘러 간 곳에 우연히 서 있는 한 남자를 발견한다. 장우를 피해 달아나는 그를 죽은 동생이 범인으로 지목한 거라 생각한 장우는 그놈의 흔적을 찾기 시작한다. 타인의 죽음을 볼 수 있는 예지력으로 마을에서 외톨이처럼 지내는 시은은 자신에게 가장 먼저 말을 걸어준 유일한 친구 은지의 죽음을 보지만 외면하고, 그 죄책감에 장우에게 다가선다. 또 다른 죽음을 예견한 시은. 장우는 시은이 예견한 장소에 나타난 그놈의 흔적을 쫓아가다 평소 사람 좋기로 소문난 동네 약국의 약사에게 이른다. 그를 범인으로 믿는 장우. 경찰은 장우의 얘기를 무시하고 장우의 먼 친척 형을 용의자로 검거한다. 그 누구도 자신의 말을 믿어주지 않자 장우는 무작정 약사를 쫓기 시작하는데…"
그래서 나는 안티팬과 결혼했다,https://pedia.watcha.com/ko-KR/contents/m5DG213,시골뜨기에서 최고의 스타 자리에 오른 후준과 잡지사 기자 생활을 하다 후준의 악마적 기질을 알아보고 그의 공식 안티 팬이 된 이근영의 톡톡 튀는 러브스토리
그리드,https://pedia.watcha.com/ko-KR/contents/tEZAMgq,위기에 빠진 인류를 구원했던 미스터리한 존재에 대한 진실을 파헤치는 관리국 직원과 형사의 미스터리 추적 스릴러
그린로즈,https://pedia.watcha.com/ko-KR/contents/t3E0DxE,"한 남자가 인생의 정점에서 음모에 빠져 살인자, 탈주범의 누명을 쓴 후, 우여곡절 끝에 다시 한국으로 돌아와 자신의 어머니를 죽음으로 몰고, 사랑하는 연인의 원수가 되게 만든, 마땅히 응징되어야 할 사람들에게 벌이는 통쾌한 복수극"
그저 바라 보다가,https://pedia.watcha.com/ko-KR/contents/wrQnam8,"30대 부부는 어떻게 이 고민들을 극복해 나갈까?
아직 우리가 부부가 아닌 남자와 여자였을 때,
당신이 내 이름을 부르는 목소리가 좋았다.
나를 안아주면서 몇 번이고 불러줬는데… 무엇이 우리를 변하게 한 걸까?"
